"1","1","94","95000","0","940","800","210","16","2018-07-05 23:31:50","2018-08-14 11:00:00","2018-08-20 04:00:00","493200",NULL,"7","0.017094736842105263",NULL,NULL
"2","1","143","555000","1","9600","6100","4600","23","2018-07-05 23:31:50","2018-08-15 19:00:00","2018-08-21 12:00:00","493200",NULL,"63","0.02688885157824043",NULL,NULL
"3","1","88","121000","0","4600","2600","1400","67","2018-07-05 23:31:50","2018-08-05 08:00:00","2018-08-12 06:00:00","597600",NULL,"94","0.0587603305785124",NULL,NULL
"4","1","159","198000","0","9900","3500","2700","66","2018-07-05 23:31:50","2018-07-27 09:00:00","2018-08-01 12:00:00","442800",NULL,"82","0.06871212121212121",NULL,NULL
"5","1","155","201000","1","5000","6400","9400","30","2018-07-05 23:31:50","2018-08-06 03:00:00","2018-08-11 17:00:00","482400",NULL,"28","0.05589447650453421",NULL,NULL
"6","2","72","258000","0","200","10000","5500","51","2018-07-05 23:31:50","2018-07-04 02:00:00","2018-07-10 12:00:00","554400",NULL,"93","0.03837209302325581","607.59424804834","1"
"7","2","90","119000","1","7400","2200","2500","63","2018-07-05 23:31:50","2018-07-17 15:00:00","2018-07-23 20:00:00","536400",NULL,"79","0.07018156424581005",NULL,NULL
"8","2","167","221000","0","8100","400","2700","63","2018-07-05 23:31:50","2018-07-14 09:00:00","2018-07-18 11:00:00","352800",NULL,"18","0.042895927601809956","464.70904249161","1"
"9","2","121","222000","1","3700","700","8200","27","2018-07-05 23:31:50","2018-07-10 00:00:00","2018-07-16 06:00:00","540000",NULL,"52","0.030360032362459547",NULL,NULL
"10","3","55","37000","0","850","150","300","46","2018-07-05 23:31:50","2018-07-25 13:00:00","2018-07-30 14:00:00","435600",NULL,"7","0.029256756756756756",NULL,NULL
"11","3","21","71000","1","975","1800","150","48","2018-07-05 23:31:50","2018-07-13 09:00:00","2018-07-18 19:00:00","468000",NULL,"78","0.03103448275862069","555.40797239626","2"
"12","3","79","219000","1","9500","9700","5400","5","2018-07-05 23:31:50","2018-08-08 05:00:00","2018-08-13 03:00:00","424800",NULL,"68","0.07060029828486204",NULL,NULL
"13","3","9","694000","0","5400","5900","2100","77","2018-07-05 23:31:50","2018-07-26 01:00:00","2018-07-31 07:00:00","453600",NULL,"7","0.01536743515850144",NULL,NULL
"14","3","180","157000","0","3200","3300","2200","74","2018-07-05 23:31:50","2018-08-08 06:00:00","2018-08-12 19:00:00","392400",NULL,"32","0.0417515923566879",NULL,NULL
"15","3","160","114000","1","700","9100","500","36","2018-07-05 23:31:50","2018-08-09 21:00:00","2018-08-16 15:00:00","583200",NULL,"37","0.05739227340267459",NULL,NULL
"16","4","58","976000","1","9500","5300","900","57","2018-07-05 23:31:50","2018-08-12 14:00:00","2018-08-17 17:00:00","442800",NULL,"91","0.013733373039507644",NULL,NULL
"17","4","72","205000","1","2600","6800","700","78","2018-07-05 23:31:50","2018-08-10 15:00:00","2018-08-15 10:00:00","414000",NULL,"44","0.03543516873889876",NULL,NULL
"18","4","148","471000","0","6200","1100","7900","19","2018-07-05 23:31:50","2018-07-27 23:00:00","2018-08-02 04:00:00","450000",NULL,"44","0.02162420382165605",NULL,NULL
"19","4","138","231000","1","300","6200","4300","63","2018-07-05 23:31:50","2018-07-09 05:00:00","2018-07-15 03:00:00","511200",NULL,"91","0.026405384006334125",NULL,NULL
"20","5","9","409000","0","2400","4900","500","57","2018-07-05 23:31:50","2018-08-03 07:00:00","2018-08-07 11:00:00","360000",NULL,"23","0.015342298288508556",NULL,NULL
"21","5","19","295000","1","9400","3700","6000","98","2018-07-05 23:31:50","2018-07-07 22:00:00","2018-07-14 08:00:00","554400",NULL,"42","0.04374249699879952",NULL,NULL
"22","5","61","1149000","1","5000","6900","6000","16","2018-07-05 23:31:50","2018-07-30 12:00:00","2018-08-03 15:00:00","356400",NULL,"41","0.010613605671843348",NULL,NULL
"23","5","97","162000","0","200","975","1150","85","2018-07-05 23:31:50","2018-07-18 20:00:00","2018-07-25 05:00:00","550800",NULL,"79","0.008587962962962962",NULL,NULL
"24","6","6","975000","0","6000","4500","6300","78","2018-07-05 23:31:50","2018-08-05 05:00:00","2018-08-10 23:00:00","496800",NULL,"72","0.0122",NULL,NULL
"25","6","52","1678000","1","8900","7400","3500","37","2018-07-05 23:31:50","2018-07-13 06:00:00","2018-07-17 16:00:00","381600",NULL,"23","0.009227992547741034",NULL,NULL
"26","6","46","227000","0","2800","8800","600","50","2018-07-05 23:31:50","2018-07-24 10:00:00","2018-07-30 23:00:00","565200",NULL,"97","0.04246696035242291",NULL,NULL
"27","6","127","201000","1","1300","6600","5400","37","2018-07-05 23:31:50","2018-07-15 21:00:00","2018-07-22 03:00:00","540000",NULL,"16","0.03695079086115993",NULL,NULL
"28","6","109","262000","1","7400","2000","6200","38","2018-07-05 23:31:50","2018-07-17 17:00:00","2018-07-23 18:00:00","522000",NULL,"92","0.03881309686221009",NULL,NULL
"29","7","8","338000","0","800","2500","9800","77","2018-07-05 23:31:50","2018-07-23 13:00:00","2018-07-27 21:00:00","374400",NULL,"9","0.019511834319526626",NULL,NULL
"30","7","154","166000","0","5000","800","9800","71","2018-07-05 23:31:50","2018-08-13 10:00:00","2018-08-17 13:00:00","356400",NULL,"71","0.057349397590361444",NULL,NULL
"31","7","130","200000","0","2900","7400","400","26","2018-07-05 23:31:50","2018-07-04 11:00:00","2018-07-10 01:00:00","482400",NULL,"25","0.04305","316.19587994464","1"
"32","7","104","59000","1","2000","6900","8200","18","2018-07-05 23:31:50","2018-08-17 22:00:00","2018-08-23 04:00:00","453600",NULL,"16","0.11217811158798283",NULL,NULL
"33","7","175","243000","1","1200","5300","8300","9","2018-07-05 23:31:50","2018-08-16 17:00:00","2018-08-23 14:00:00","594000",NULL,"2","0.03116287600880411",NULL,NULL
"34","8","55","31000","0","375","675","25","90","2018-07-05 23:31:50","2018-07-29 21:00:00","2018-08-04 20:00:00","514800",NULL,"61","0.02875",NULL,NULL
"35","8","111","142000","0","1350","225","1200","25","2018-07-05 23:31:50","2018-07-10 03:00:00","2018-07-15 01:00:00","424800",NULL,"1","0.014075704225352112",NULL,NULL
"36","8","150","361000","1","6600","9700","3700","53","2018-07-05 23:31:50","2018-07-14 05:00:00","2018-07-20 02:00:00","507600",NULL,"21","0.038291770573566086",NULL,NULL
"37","8","179","283000","0","8500","1200","200","90","2018-07-05 23:31:50","2018-07-29 20:00:00","2018-08-04 19:00:00","514800",NULL,"0","0.0334982332155477",NULL,NULL
"38","9","48","579000","0","2600","8100","2900","92","2018-07-05 23:31:50","2018-07-13 11:00:00","2018-07-19 17:00:00","540000",NULL,"41","0.016986183074265974",NULL,NULL
"39","9","84","190000","0","4700","5800","4800","92","2018-07-05 23:31:50","2018-08-05 11:00:00","2018-08-10 16:00:00","450000",NULL,"2","0.057736842105263156",NULL,NULL
"40","9","20","723000","1","3700","6200","200","82","2018-07-05 23:31:50","2018-07-23 04:00:00","2018-07-28 11:00:00","457200",NULL,"89","0.011342841765339074",NULL,NULL
"41","10","121","526000","1","7400","9700","7600","33","2018-07-05 23:31:50","2018-08-15 03:00:00","2018-08-20 14:00:00","471600",NULL,"38","0.03078727841501564",NULL,NULL
"42","10","26","1514000","1","2500","5800","5900","19","2018-07-05 23:31:50","2018-08-17 23:00:00","2018-08-24 21:00:00","597600",NULL,"23","0.005971213692946058",NULL,NULL
"43","10","149","443000","1","7200","5800","8800","96","2018-07-05 23:31:50","2018-07-11 10:00:00","2018-07-16 19:00:00","464400",NULL,"99","0.030969995889847925",NULL,NULL
"44","10","59","347000","1","4100","9600","9800","23","2018-07-05 23:31:50","2018-08-15 11:00:00","2018-08-21 05:00:00","496800",NULL,"27","0.03862944162436548",NULL,NULL
"45","10","32","479000","1","7100","6000","5500","26","2018-07-05 23:31:50","2018-08-03 11:00:00","2018-08-09 17:00:00","540000",NULL,"40","0.02673382409918636",NULL,NULL
"46","11","159","233000","0","8600","9300","1600","60","2018-07-05 23:31:50","2018-07-27 11:00:00","2018-08-03 04:00:00","579600",NULL,"18","0.06959227467811159",NULL,NULL
"47","11","26","723000","0","1700","600","5700","23","2018-07-05 23:31:50","2018-07-29 14:00:00","2018-08-05 08:00:00","583200",NULL,"71","0.006127247579529737",NULL,NULL
"48","11","61","911000","1","2900","6900","4400","35","2018-07-05 23:31:50","2018-07-22 23:00:00","2018-07-27 10:00:00","385200",NULL,"2","0.010469448584202682",NULL,NULL
"49","12","161","179000","0","4500","3300","8000","7","2018-07-05 23:31:50","2018-07-05 00:00:00","2018-07-11 14:00:00","568800",NULL,"94","0.056843575418994416",NULL,NULL
"50","12","42","236000","1","1600","1800","7100","30","2018-07-05 23:31:50","2018-07-29 00:00:00","2018-08-03 10:00:00","468000",NULL,"65","0.02252918287937743",NULL,NULL
"51","12","106","89000","0","3100","2500","6300","28","2018-07-05 23:31:50","2018-07-25 07:00:00","2018-07-30 19:00:00","475200",NULL,"44","0.08421348314606741",NULL,NULL
"52","12","47","623000","0","6200","7800","7500","50","2018-07-05 23:31:50","2018-07-04 21:00:00","2018-07-10 22:00:00","522000",NULL,"23","0.024157303370786518","276.83058302373","3"
"53","12","150","315000","1","5800","6900","6400","65","2018-07-05 23:31:50","2018-08-13 23:00:00","2018-08-18 00:00:00","349200",NULL,"86","0.038321064552661384",NULL,NULL
"54","13","170","24000","0","900","1125","1050","76","2018-07-05 23:31:50","2018-08-05 17:00:00","2018-08-11 14:00:00","507600",NULL,"59","0.09015625",NULL,NULL
"55","13","168","236000","1","7800","9200","3000","84","2018-07-05 23:31:50","2018-08-16 17:00:00","2018-08-21 07:00:00","396000",NULL,"39","0.057608695652173914",NULL,NULL
"56","13","156","174000","1","5300","3500","4900","91","2018-07-05 23:31:50","2018-07-08 16:00:00","2018-07-15 16:00:00","604800",NULL,"15","0.049081429990069515",NULL,NULL
"57","13","34","632000","0","5200","5800","9400","3","2018-07-05 23:31:50","2018-08-13 12:00:00","2018-08-17 21:00:00","378000",NULL,"61","0.02106012658227848",NULL,NULL
