17397,81,2018/08/30 21:00,7,a,280,0
24326,95,2018/07/12 01:00,300,a,30,1
8866,33,2018/07/20 03:00,8,a,800,0
15073,20,2018/08/11 10:00,2,c,120,0
7042,125,2018/07/10 09:00,5,b,112.5,1
18000,62,2018/09/05 20:00,7,a,210,0
1111,103,2018/07/12 09:00,8,c,96,1
1099,75,2018/07/06 12:00,1,c,20,1
21006,171,2018/07/26 14:00,3,a,180,0
4516,109,2018/07/29 21:00,4,c,64,0
14429,139,2018/10/02 13:00,4,b,12,0
22047,157,2018/09/11 11:00,6,b,135,0
16807,31,2018/08/05 03:00,1,a,180,0
8499,157,2018/09/19 10:00,6,a,180,0
15455,133,2018/09/26 15:00,8,b,360,0
11163,101,2018/08/23 08:00,4,c,48,0
8515,137,2018/07/14 01:00,7,b,315,1
21724,154,2018/09/27 18:00,6,b,135,0
2054,150,2018/08/11 00:00,7,b,210,0
22883,60,2018/07/22 19:00,1750,c,56,0
15212,47,2018/08/27 09:00,6,c,168,0
24674,128,2018/07/16 08:00,1500,c,48,0
8965,140,2018/08/20 19:00,250,a,40,0
15688,164,2018/09/06 11:00,7,c,70,0
5918,132,2018/07/17 07:00,4,a,160,0
8639,81,2018/08/16 04:00,6,b,180,0
10229,55,2018/07/06 20:00,750,c,72,1
24832,109,2018/08/08 23:00,7,c,112,0
3240,132,2018/09/17 15:00,1,c,16,0
2515,158,2018/09/09 15:00,3,a,75,0
402,8,2018/07/24 02:00,3,b,202.5,0
20539,135,2018/07/26 23:00,500,a,80,0
12888,77,2018/08/31 18:00,7,b,210,0
5626,145,2018/08/09 20:00,4,c,64,0
21158,115,2018/10/01 00:00,4,c,64,0
19069,109,2018/09/21 16:00,8,a,320,0
8578,97,2018/07/18 05:00,1250,c,40,0
9795,64,2018/07/18 05:00,2,c,48,0
21921,165,2018/08/07 15:00,5,c,100,0
12894,125,2018/09/03 23:00,2,a,60,0
10871,101,2018/09/09 04:00,6,a,180,0
4600,112,2018/08/07 12:00,500,c,48,0
24354,92,2018/08/21 19:00,1500,b,90,0
16956,121,2018/07/19 06:00,4,c,80,0
8204,84,2018/07/13 12:00,4,b,90,1
11946,107,2018/09/17 13:00,3,c,48,0
6675,129,2018/09/11 10:00,7,c,112,0
8600,13,2018/07/27 15:00,7,b,315,0
17858,111,2018/09/05 05:00,2000,c,96,0
19654,32,2018/09/30 21:00,6,a,360,0
22806,173,2018/09/13 20:00,1500,b,135,0
19818,171,2018/09/06 11:00,7,a,420,0
5867,39,2018/08/14 10:00,8,b,240,0
3891,44,2018/09/18 22:00,7,a,420,0
20751,101,2018/09/17 23:00,6,b,135,0
10672,62,2018/08/20 11:00,2,a,60,0
5464,132,2018/07/06 19:00,3,c,48,1
13794,132,2018/08/07 08:00,3,a,120,0
18662,138,2018/08/03 13:00,2,a,120,0
17524,148,2018/08/01 00:00,5,a,100,0
3675,12,2018/09/08 19:00,1,c,20,0
19429,150,2018/08/12 06:00,1,b,30,0
11623,140,2018/07/24 23:00,500,a,80,0
20165,166,2018/08/04 05:00,2,c,40,0
14995,16,2018/07/17 18:00,1250,a,150,0
17798,131,2018/10/03 16:00,7,a,350,0
17629,161,2018/07/18 04:00,4,a,120,0
20793,151,2018/08/09 10:00,2,b,150,0
22457,125,2018/08/05 09:00,4,a,120,0
21253,119,2018/07/07 15:00,7,b,315,1
1288,123,2018/08/23 18:00,1,b,30,0
3005,58,2018/09/10 19:00,3,a,90,0
10958,112,2018/07/16 22:00,250,b,45,0
9149,42,2018/09/19 16:00,7,b,367.5,0
5659,144,2018/07/10 09:00,8,c,160,1
20016,27,2018/08/29 11:00,5,c,160,0
1007,45,2018/10/01 13:00,7,c,168,0
17539,139,2018/07/09 15:00,1,c,1.6,1
2488,106,2018/08/29 17:00,4,a,80,0
23397,126,2018/08/07 12:00,3,c,36,0
22135,96,2018/08/19 18:00,600,a,120,0
11275,5,2018/08/24 19:00,4,a,560,0
19096,81,2018/09/20 18:00,1,a,40,0
19874,157,2018/07/22 08:00,5,b,112.5,0
13055,119,2018/09/28 04:00,7,a,420,0
9558,3,2018/09/15 15:00,1,c,32,0
7079,28,2018/08/20 05:00,8,c,384,0
22499,48,2018/08/04 05:00,8,a,800,0
470,120,2018/07/15 18:00,3,a,105,1
284,129,2018/09/08 22:00,7,b,210,0
10215,53,2018/10/04 03:00,7,a,980,0
24183,33,2018/07/16 22:00,6,a,600,0
17710,12,2018/09/20 16:00,1,c,20,0
5458,130,2018/07/10 16:00,4,c,64,1
21779,116,2018/09/29 22:00,4,a,160,0
21123,135,2018/09/08 01:00,1750,c,112,0
13623,72,2018/07/18 05:00,2,c,36,0
22012,86,2018/09/21 14:00,2,c,24,0
663,167,2018/08/04 03:00,8,b,240,0
22367,90,2018/08/17 20:00,5,b,75,0
12812,29,2018/07/09 07:00,4,b,300,1
14333,132,2018/09/01 18:00,2,b,60,0
8482,140,2018/07/08 14:00,1000,b,120,1
17646,10,2018/09/24 20:00,1750,a,700,0
18270,97,2018/09/24 19:00,1500,c,48,0
22028,57,2018/07/18 12:00,1500,b,270,0
21034,32,2018/08/31 23:00,7,b,315,0
11053,75,2018/08/09 06:00,1,c,20,0
6787,97,2018/08/25 14:00,1000,c,32,0
18250,130,2018/07/27 06:00,2,a,80,0
2850,74,2018/08/30 23:00,6,b,180,0
21411,69,2018/07/25 06:00,1,c,20,0
19541,153,2018/07/10 20:00,1,c,24,1
18851,126,2018/07/09 17:00,3,c,36,1
12295,135,2018/07/24 00:00,1250,a,200,0
7710,110,2018/07/09 20:00,1250,c,100,1
15343,152,2018/09/20 02:00,1500,b,540,0
24906,63,2018/08/04 20:00,6,b,135,0
3001,137,2018/09/17 16:00,1,a,60,0
15274,171,2018/09/09 13:00,4,c,96,0
5845,144,2018/07/28 07:00,1,b,37.5,0
5989,58,2018/09/16 20:00,2,a,60,0
22438,165,2018/07/12 11:00,7,b,262.5,1
2100,70,2018/08/20 22:00,7,a,490,0
3640,125,2018/07/17 22:00,1,b,22.5,0
14772,160,2018/07/15 21:00,3,a,75,1
8423,89,2018/10/02 00:00,1,c,8,0
14755,58,2018/08/07 06:00,7,a,210,0
22743,122,2018/09/26 22:00,7,a,280,0
1689,76,2018/09/10 01:00,4,b,120,0
12285,52,2018/07/27 17:00,1,c,72,0
9008,131,2018/07/18 05:00,7,a,350,0
22952,169,2018/08/21 12:00,1,a,40,0
6585,152,2018/09/19 23:00,1750,a,840,0
176,131,2018/08/11 17:00,4,c,80,0
20573,49,2018/08/26 12:00,3,c,72,0
18713,177,2018/09/13 19:00,4,a,80,0
17620,91,2018/10/03 01:00,400,b,30,0
21313,174,2018/08/10 07:00,8,a,480,0
2362,149,2018/08/18 22:00,7,b,262.5,0
2944,45,2018/09/23 11:00,4,c,96,0
18076,70,2018/09/01 23:00,6,b,315,0
14694,128,2018/08/10 21:00,1750,a,140,0
20906,103,2018/08/25 21:00,8,a,240,0
19265,155,2018/10/01 20:00,3,c,30,0
922,106,2018/08/23 13:00,7,b,105,0
7326,124,2018/09/09 11:00,4,c,64,0
20256,75,2018/09/03 13:00,2,b,75,0
21325,159,2018/09/21 11:00,5,c,50,0
23563,24,2018/08/27 12:00,8,a,960,0
5085,167,2018/09/11 03:00,8,c,128,0
9940,102,2018/09/19 06:00,2,a,80,0
5342,113,2018/08/25 05:00,1,b,15,0
4562,81,2018/08/25 23:00,7,b,210,0
24498,174,2018/08/27 15:00,3,b,135,0
12923,27,2018/08/26 00:00,5,b,300,0
4729,176,2018/08/19 09:00,500,b,60,0
20136,80,2018/07/21 00:00,1,a,40,0
5626,120,2018/08/06 06:00,4,c,56,0
3081,122,2018/08/21 15:00,8,b,240,0
12527,25,2018/07/19 08:00,1,c,56,0
16504,145,2018/09/23 20:00,7,c,112,0
12008,161,2018/08/22 19:00,7,b,157.5,0
12067,71,2018/09/12 13:00,8,a,320,0
10272,14,2018/08/04 17:00,8,a,240,0
15435,149,2018/08/07 18:00,1,c,20,0
13464,92,2018/09/25 13:00,1250,b,75,0
7495,90,2018/07/29 07:00,4,a,80,0
6219,74,2018/10/03 15:00,7,a,280,0
22630,129,2018/07/24 08:00,4,a,160,0
14047,168,2018/09/18 04:00,7,a,175,0
17021,50,2018/09/20 07:00,1,c,16,0
22022,113,2018/08/10 20:00,7,b,105,0
19273,35,2018/08/05 00:00,5,a,300,0
8620,179,2018/09/19 17:00,8,c,160,0
12505,81,2018/09/14 07:00,7,b,210,0
23194,97,2018/08/03 20:00,750,a,60,0
8742,95,2018/08/31 23:00,800,a,80,0
10078,79,2018/07/14 23:00,1,b,15,1
12598,173,2018/09/03 22:00,750,b,67.5,0
3471,88,2018/09/13 01:00,3,a,90,0
13022,165,2018/09/25 19:00,6,a,300,0
14200,49,2018/08/21 13:00,6,b,270,0
6955,11,2018/09/26 15:00,750,c,96,0
3062,88,2018/07/15 20:00,8,a,240,1
16689,31,2018/08/07 17:00,6,b,810,0
17928,81,2018/08/12 17:00,5,a,200,0
18055,62,2018/07/07 20:00,2,b,45,1
16453,40,2018/08/29 13:00,5,c,140,0
16535,95,2018/07/24 14:00,800,b,60,0
16422,42,2018/09/13 06:00,6,b,315,0
9569,63,2018/07/06 18:00,1,a,30,1
18002,43,2018/07/16 16:00,5,c,160,0
7837,50,2018/09/03 22:00,4,b,120,0
24372,107,2018/09/29 12:00,1,b,30,0
6356,93,2018/09/07 03:00,700,a,84,0
23616,111,2018/08/14 13:00,1250,a,150,0
18670,124,2018/09/15 01:00,5,b,150,0
6428,101,2018/07/26 13:00,4,c,48,0
24970,5,2018/07/16 16:00,2,b,210,0
15554,30,2018/08/10 10:00,7,a,840,0
15632,43,2018/07/13 16:00,4,a,320,1
1020,173,2018/08/23 04:00,1000,b,90,0
9269,120,2018/08/14 17:00,2,a,70,0
22499,37,2018/08/28 05:00,7,c,196,0
16449,48,2018/08/29 10:00,4,a,400,0
21073,108,2018/09/20 09:00,8,b,240,0
5392,52,2018/08/27 18:00,3,a,540,0
11466,147,2018/08/15 19:00,750,c,24,0
3508,140,2018/07/30 19:00,1500,b,180,0
11115,106,2018/08/16 05:00,7,b,105,0
6205,35,2018/08/15 06:00,6,b,270,0
12724,116,2018/07/16 19:00,3,b,90,0
1566,143,2018/08/07 06:00,5,a,300,0
14672,169,2018/07/25 07:00,4,b,120,0
23291,31,2018/09/22 14:00,5,b,675,0
6969,176,2018/07/29 09:00,1750,a,280,0
10079,51,2018/08/02 00:00,3,b,225,0
19603,153,2018/07/07 13:00,8,c,192,1
5056,15,2018/07/25 16:00,7,c,112,0
11286,166,2018/09/25 11:00,2,a,100,0
5776,177,2018/08/29 00:00,7,a,140,0
16473,79,2018/10/02 07:00,3,a,60,0
13863,142,2018/09/11 01:00,5,a,200,0
2547,117,2018/08/18 03:00,6,b,180,0
5745,53,2018/09/24 17:00,2,a,280,0
20710,73,2018/09/14 01:00,5,a,200,0
13393,71,2018/09/25 17:00,1,a,40,0
1831,130,2018/07/26 08:00,2,b,60,0
12231,152,2018/08/05 20:00,1250,b,450,0
14863,79,2018/09/04 18:00,7,c,56,0
2991,96,2018/08/26 14:00,300,b,45,0
11988,85,2018/09/25 09:00,8,a,240,0
5109,163,2018/07/22 10:00,1250,b,93.75,0
2264,173,2018/09/17 12:00,500,c,24,0
6445,65,2018/08/31 20:00,1750,b,105,0
12850,62,2018/09/13 18:00,5,b,112.5,0
22732,45,2018/09/02 02:00,8,a,480,0
8509,7,2018/09/10 12:00,7,a,700,0
23708,167,2018/08/28 21:00,7,a,280,0
17870,32,2018/08/21 19:00,4,b,180,0
11797,98,2018/08/02 17:00,1000,c,32,0
21412,100,2018/09/29 11:00,2000,a,320,0
12995,5,2018/07/08 00:00,1,b,105,1
1700,173,2018/08/16 09:00,1000,a,120,0
4782,20,2018/07/22 20:00,1,b,112.5,0
988,57,2018/08/04 03:00,1000,b,180,0
10808,162,2018/09/06 14:00,5,a,150,0
7459,73,2018/08/01 08:00,7,c,112,0
10296,136,2018/10/02 17:00,8,b,360,0
7305,84,2018/07/29 04:00,4,a,120,0
2908,141,2018/09/26 10:00,1750,a,350,0
8937,46,2018/07/24 10:00,6,b,180,0
21456,7,2018/08/16 18:00,4,a,400,0
4669,136,2018/08/22 21:00,1,a,60,0
13571,83,2018/08/06 23:00,8,a,800,0
10,32,2018/10/01 13:00,1,b,45,0
24217,157,2018/09/20 08:00,6,b,135,0
17869,108,2018/09/22 17:00,8,c,128,0
2427,156,2018/09/27 20:00,2,a,60,0
22860,20,2018/08/28 03:00,3,a,450,0
18987,168,2018/07/18 16:00,2,c,20,0
1024,91,2018/09/10 15:00,200,b,15,0
9563,160,2018/08/30 11:00,8,a,200,0
24718,88,2018/09/23 11:00,7,c,84,0
24020,105,2018/08/19 13:00,4,b,120,0
10740,47,2018/09/05 12:00,7,c,196,0
23517,153,2018/08/19 04:00,1,c,24,0
18604,162,2018/10/01 07:00,6,c,72,0
20837,175,2018/08/21 02:00,7,c,140,0
14454,100,2018/09/28 12:00,1500,b,180,0
18751,20,2018/09/09 05:00,7,c,420,0
4687,24,2018/09/06 13:00,3,c,144,0
8365,145,2018/09/04 22:00,6,b,180,0
23139,117,2018/07/24 02:00,6,c,96,0
1973,179,2018/09/21 15:00,3,a,150,0
376,170,2018/09/14 18:00,1000,a,80,0
17732,3,2018/07/31 13:00,6,a,480,0
9872,153,2018/08/08 22:00,4,c,96,0
23758,10,2018/09/24 23:00,1500,b,450,0
4892,117,2018/07/07 20:00,8,c,128,1
9109,123,2018/09/19 22:00,3,c,48,0
3669,83,2018/08/15 23:00,4,b,300,0
22447,72,2018/08/22 11:00,4,b,135,0
598,4,2018/09/08 01:00,8,c,608,0
2728,14,2018/08/31 21:00,6,b,135,0
110,138,2018/09/01 09:00,5,a,300,0
24631,74,2018/09/24 20:00,2,c,32,0
5449,59,2018/08/19 19:00,4,b,120,0
22247,97,2018/07/27 19:00,1000,a,80,0
21710,9,2018/07/30 07:00,6,c,264,0
4854,165,2018/08/16 23:00,7,c,140,0
22042,6,2018/08/05 17:00,4,c,224,0
24646,117,2018/08/24 20:00,5,a,200,0
24669,79,2018/07/26 06:00,2,b,30,0
2213,65,2018/08/12 07:00,1500,c,48,0
10622,6,2018/07/10 18:00,8,c,448,1
11979,93,2018/08/03 14:00,100,c,4.8,0
7202,64,2018/07/26 02:00,4,c,96,0
1608,43,2018/07/27 06:00,7,c,224,0
20520,53,2018/07/18 09:00,2,a,280,0
11525,125,2018/09/16 09:00,5,b,112.5,0
4774,148,2018/07/28 12:00,2,c,16,0
7071,99,2018/08/31 20:00,6,b,45,0
3212,139,2018/08/02 07:00,8,a,32,0
17903,17,2018/09/29 14:00,2,a,120,0
13173,90,2018/07/23 01:00,6,c,48,0
1669,144,2018/10/01 22:00,2,b,75,0
6642,158,2018/09/25 06:00,5,c,50,0
21157,130,2018/09/11 14:00,4,a,160,0
3841,177,2018/08/30 22:00,1,b,15,0
2178,124,2018/07/18 04:00,6,a,240,0
2531,176,2018/09/12 00:00,250,a,40,0
10599,82,2018/07/27 07:00,3,c,120,0
6364,121,2018/08/18 21:00,8,a,400,0
18505,179,2018/08/02 22:00,6,b,225,0
12755,60,2018/07/17 11:00,500,c,16,0
17011,177,2018/08/20 05:00,7,c,56,0
18135,159,2018/09/26 23:00,8,b,150,0
9548,106,2018/07/16 02:00,5,c,40,0
5417,156,2018/07/10 14:00,5,c,60,1
9415,34,2018/09/27 07:00,3,b,180,0
23478,9,2018/09/28 14:00,6,a,660,0
11566,70,2018/08/23 04:00,3,a,210,0
19747,82,2018/09/30 00:00,2,c,80,0
17781,89,2018/09/18 08:00,5,c,40,0
13181,16,2018/08/03 06:00,750,c,36,0
8661,143,2018/09/25 00:00,6,b,270,0
2212,60,2018/09/15 04:00,1000,b,60,0
1971,124,2018/07/30 17:00,2,a,80,0
18145,80,2018/07/08 08:00,3,b,90,1
806,142,2018/08/04 13:00,8,a,320,0
22734,40,2018/09/11 21:00,8,a,560,0
18001,69,2018/10/03 22:00,8,b,300,0
3461,16,2018/07/20 19:00,1250,c,60,0
4164,36,2018/09/18 00:00,5,c,100,0
2941,81,2018/09/03 12:00,3,c,48,0
23874,69,2018/07/28 15:00,6,a,300,0
16100,103,2018/09/27 07:00,8,c,96,0
10802,17,2018/08/09 07:00,4,c,96,0
13904,138,2018/08/20 04:00,7,c,168,0
4342,26,2018/09/03 23:00,4,a,1120,0
7387,120,2018/08/22 04:00,6,a,210,0
7726,162,2018/07/31 04:00,1,a,30,0
22641,95,2018/08/30 22:00,700,b,52.5,0
18438,19,2018/08/24 17:00,3,c,42,0
16692,103,2018/08/07 04:00,2,c,24,0
10155,76,2018/07/15 06:00,8,c,128,1
6185,72,2018/08/28 01:00,7,b,236.25,0
22728,6,2018/09/06 10:00,5,b,525,0
118,116,2018/08/09 18:00,5,c,80,0
1774,111,2018/09/27 06:00,1000,a,120,0
13219,147,2018/07/25 01:00,1000,a,80,0
731,75,2018/07/21 04:00,4,c,80,0
21744,172,2018/09/10 06:00,4,a,200,0
11141,160,2018/07/23 04:00,6,b,112.5,0
4663,90,2018/10/02 01:00,5,b,75,0
16669,5,2018/07/31 17:00,1,a,140,0
5857,178,2018/08/03 20:00,6,b,180,0
20581,149,2018/08/11 04:00,6,c,120,0
13947,17,2018/09/26 17:00,1,b,45,0
23726,129,2018/07/14 11:00,2,b,60,1
3241,117,2018/07/09 09:00,7,c,112,1
22854,20,2018/09/21 20:00,1,a,150,0
17380,115,2018/08/24 04:00,4,a,160,0
22943,52,2018/09/01 08:00,1,a,180,0
1369,131,2018/08/06 09:00,5,a,250,0
19538,66,2018/09/26 18:00,6,c,96,0
10407,155,2018/08/18 09:00,3,a,75,0
9152,59,2018/07/29 08:00,4,c,64,0
22827,137,2018/08/28 06:00,7,b,315,0
13771,104,2018/07/26 18:00,8,c,32,0
13836,89,2018/07/08 14:00,4,c,32,1
15928,138,2018/09/29 07:00,3,b,135,0
13813,81,2018/08/09 20:00,4,b,120,0
2867,56,2018/08/13 00:00,1,c,40,0
11779,158,2018/07/09 12:00,1,b,18.75,1
19948,155,2018/09/16 01:00,2,a,50,0
745,105,2018/09/10 14:00,5,c,80,0
12474,21,2018/07/12 07:00,1750,a,350,1
18149,147,2018/07/09 03:00,1750,c,56,1
3243,21,2018/07/19 12:00,2000,a,400,0
567,19,2018/09/12 19:00,3,a,105,0
1626,11,2018/09/16 06:00,2000,b,480,0
10703,25,2018/09/20 22:00,4,c,224,0
10232,35,2018/08/05 05:00,6,b,270,0
17116,176,2018/10/02 16:00,1250,a,200,0
664,170,2018/07/21 14:00,1750,c,56,0
12361,138,2018/09/22 01:00,6,b,270,0
4544,102,2018/09/25 22:00,7,b,210,0
7096,110,2018/08/24 08:00,750,a,150,0
1780,94,2018/07/25 15:00,300,c,12,0
5428,155,2018/09/16 19:00,1,a,25,0
9208,77,2018/08/03 20:00,1,a,40,0
304,30,2018/08/10 12:00,6,b,540,0
21359,53,2018/08/06 05:00,3,a,420,0
15850,80,2018/09/06 11:00,4,a,160,0
1287,83,2018/09/10 11:00,7,b,525,0
20654,17,2018/09/29 04:00,4,c,96,0
13852,129,2018/08/17 07:00,3,b,90,0
16272,35,2018/07/19 07:00,6,a,360,0
191,25,2018/08/10 12:00,6,a,840,0
17175,159,2018/08/01 07:00,2,b,37.5,0
23707,155,2018/09/11 05:00,5,c,50,0
380,97,2018/09/07 10:00,1000,a,80,0
14868,131,2018/09/25 12:00,2,a,100,0
12794,29,2018/08/29 03:00,1,b,75,0
17639,156,2018/07/17 11:00,2,b,45,0
14101,159,2018/09/29 10:00,4,c,40,0
1902,151,2018/08/31 17:00,3,a,300,0
14466,111,2018/08/30 10:00,750,b,67.5,0
3354,2,2018/07/21 20:00,2,a,320,0
14616,69,2018/07/08 18:00,5,a,250,1
22056,134,2018/09/27 07:00,8,a,480,0
22042,96,2018/08/08 22:00,600,b,90,0
7396,100,2018/09/15 11:00,500,c,32,0
20763,122,2018/08/01 06:00,4,b,120,0
3018,78,2018/10/03 12:00,3,a,300,0
21277,94,2018/09/25 07:00,800,a,80,0
12018,151,2018/09/06 19:00,4,a,400,0
20845,137,2018/08/22 02:00,3,c,72,0
2031,19,2018/07/19 08:00,3,a,105,0
19975,59,2018/07/24 15:00,7,a,280,0
1573,129,2018/08/15 03:00,3,c,48,0
19973,114,2018/09/05 10:00,3,a,150,0
19834,63,2018/09/25 13:00,2,b,45,0
14339,140,2018/07/12 09:00,500,b,60,1
18273,35,2018/07/23 07:00,3,b,135,0
17223,99,2018/08/26 03:00,3,a,30,0
